City,Category,POI,Description,Country
New York,eat,Oshun,"Building on his smashing success at '''Shango''' in University Heights, in September 2014 Jim Guarino launched downtown Buffalo's first seafood restaurant in forever in a 1940s-era building that once housed the '''Waldorf-Astoria Lunch Counter''' and was later a shoe store. Named for the Yoruba goddess of the sea, here a range of amazingly creative seafood concoctions are plated up with aplomb by a staff of servers that really knows their stuff. Oshun also has one of the most delicious raw bars you've ever seen, featuring between eight and ten changing varieties of shucked-to-order oysters from all over the world. The menu consists mostly of small plates — if you're dining with a group, they say it's best to order two to three selections per person and pass them around to share — and boasts standouts such as a creative take on calamari (coated with a pineapple tamarind glaze and topped with a grilled corn salsa), seared bay scallops over coconut rice topped with popcorn (it works, surprisingly), and delectable king crab, lobster, and fish dishes. For those who don't like seafood, grilled short ribs, Jamaican-style jerk chicken served with plantain fritters, and other land-based entrees call to mind the Cajun fare Guarino serves at '''Shango'''. At the bar is served an ample selection of wines, creative cocktails, and a slate of regional craft brews. Best of all at Oshun, though, is the decor: the extensive renovation not only preserved original Art Deco interior elements such as the frescoes on the wall, but enhanced them with modern touches for an upscale ambience that blends the Roaring Twenties with the 21st Century in luxurious style: an Atlantean decadence that seems a world away from Buffalo.",USA
New York,eat,Rue Franklin,"One of Buffalo's finest French restaurants, Rue Franklin has served creative and upscale cuisine for over 20 years in a setting redolent of an intimate café in Paris. This lovely establishment also boasts a large and carefully selected range of fine wines. Rue Franklin is located in Buffalo's Theater District and is popular before and after shows, as well as for holidays, anniversaries and special occasions.",USA
New York,eat,Templeton Landing,"Formerly Shanghai Red's, Templeton Landing is located at '''Erie Basin Marina''', a popular summertime hangout for boaters, walkers, joggers, and people-watchers. Boasting fine food and stunning views of Lake Erie from their patio that is open seasonally, Templeton Landing's entrees comprise hearty fare such as steaks, pork loin, burgers, and ribs, but the true pride of this place is their side dishes, which often share the spotlight with the main course rather than mere afterthoughts. Open all year, but summer is when you really want to come.",USA
New York,eat,The 31 Club,"The 31 Club began in the 1940s as Buffalo's premier supper club; though its original incarnation closed in 1983, it has now reopened in its original historic brick building on Johnson Park at the north end of downtown. The style and sophistication of the original 31 Club has returned, but with a contemporary twist. Freshly prepared Continental cuisine, such as Australian rack of lamb and filet mignon au poivre, is the rule at the 31 Club, as well as martinis and other specialty cocktails. Brunch and lunch are also served.",USA
New York,eat,William K's,"Though the Buffalo waterfront is still primarily a warm-weather attraction, the slow growth lately in the trickle of wintertime visitors to places like the '''Erie Basin Marina''' was significant enough by 2015 for local restaurateur Molly Koessler — coming fresh off a successful makeover of her Black Rock restaurant, '''Acqua''' — to take a chance on a waterfront restaurant that would be open 12 months a year. Appropriately enough, it was on New Year's Eve that the ribbon was cut on William K's. Located next to '''The Hatch''' just past the entrance to the marina (there's always ample parking in the huge lot across Erie Street), William K's dining room is gifted with spectacular views over Lake Erie and across the mouth of the Buffalo River to the historic lighthouse — but unlike some other waterfront restaurants that are content to sell themselves based on scenery, this place follows through with food that's a cut above the competition in quality, elegance, and price. The menu here is smallish and could be described as an especially innovative take on the upscale steak-and-seafood template with the balance tipped decidedly in favor of the latter: the grilled Spanish octopus over chorizo and chickpea stew is a tantalizing combination of flavors and textures, and a changing selection of fresh seafood from the Gloucester Fish Market comprises the ""Boston's Finest"" seafood platter. Elsewhere on the menu, you've got a variety of steaks and chops, a roasted beet salad topped with burrata, masala milk powder, and locally sourced honey that's arguably the most popular item on the menu, and — for those with a smaller budget to work with — a selection of thin-crust brick-oven pizzas with some very interesting toppings (how about bone marrow, smoked beef tongue, fresh horseradish, and pecorino romano cheese?) Portions tend to be a bit on the small side for the money, but the service is unfailingly attentive and friendly, and there's an extensive wine list and some great craft cocktails at the bar.",USA
New York,eat,Olive & Ivy,The newly renamed downtown outlet of '''Vasilis Express'''.,USA
New York,eat,The Washington Market,"Though it's the only game in town when it comes to downtown Buffalo grocery stores (for now — word is '''Tops''' has signed on as a tenant for a new high-rise planned for a site behind the '''Central Library'''), for years the Washington Market stocked an underwhelming selection of goods that could be charitably compared to an upscale convenience store. No more. A recent change in ownership has breathed new life into this stagnant downtown institution: drawing inspiration from the places new owner Michael Khoury used to frequent in his hometown of Brooklyn, like '''Foragers Market''', the Washington Market has teamed up with '''Buffalo Cheese Traders''', Niagara County's own '''Dispenza Meats''', and other Western New York producers to offer a much wider range of fine foods with an emphasis on locally-sourced items.",USA
New York,eat,Downtown Country Market,"A downtown tradition for over thirty years, the Downtown Country Market sees dozens of vendors converge on Buffalo's business district to the delight of office workers, local residents and visitors who come to purchase a wide range of farm-fresh produce, meats, baked goods, and flowers. The Downtown Country Market is a member of the Pride of New York Program, meaning that all goods sold there are produced in New York State.",USA
New York,eat,Roswell Park Farmers' Market,"Named for and sponsored by '''Roswell Park Cancer Institute''', the Roswell Park Farmers' Market is held in '''Kaminski Park''', a lovely green oasis amid the gleaming new high-rises of the Medical Corridor. Each Wednesday afternoon in season you can pick up the usual assortment of locally-sourced fresh fruits and vegetables, baked goods, jams and jellies, and other specialty foods and gifts, including an especially good variety of cut flowers and ornamental plants.",USA
New York,drink,Coliseum Entertainment Complex,"Mark Croce's nightlife destination just off Chippewa Street contains three different bars: '''[http://www.darcymcgeesonline.com D'Arcy McGee's Irish Pub]''' on the ground floor, '''[http://www.liftbuffalo.com LiFT Nightclub]''' on the second floor, and '''[http://www.buffaloskybar.com Skybar]''' on the top floor.",USA
New York,drink,Underground,LGBT bar.,USA
New York,drink,Club Marcella,LGBT bar.,USA
New York,sleep,Adam's Mark Buffalo-Niagara,"Downtown Buffalo's largest hotel. Convenient to the KeyBank Center, Coca-Cola Field, and Canalside, with excellent waterfront views. Dry cleaning and laundry service, gift shop, pool, fitness club, business center, restaurant and bar (""Harbor Bistro"").",USA
New York,sleep,DoubleTree Club by Hilton Hotel Buffalo Downtown,"Located in the heart of the Medical Corridor and also convenient to Allentown. Business center, fitness center, valet parking, restaurant (""The Carlton Grill""). Connected to '''Roswell Park Cancer Institute''' and '''Buffalo General Hospital''' via covered walkways. Airport shuttle available.",USA
New York,sleep,Holiday Inn Express & Suites Buffalo Downtown,"An all-suite property located in the Theater District and also near the Chippewa Street entertainment district. 24-hour business center with Internet and fax. Small fitness club. Guest laundry and dry cleaning service. Free buffet breakfast, and '''T.G.I. Friday's''' is located on site.",USA
New York,sleep,Hilton Garden Inn Buffalo Downtown,"This gleaming new property opened in October 2014 in the first fourteen floors of the thoroughly rehabilitated '''Tishman Building''' on the north side of Lafayette Square, and the rooms on the upper floors boast impressive views of the downtown skyline and Lake Erie from their huge windows. Guests can avail themselves of modern amenities such as a heated indoor pool, ample fitness center, 24-hour business center, complimentary wireless Internet and an onsite gift shop; 124 guest rooms all contain mini-fridges and microwaves, 39-inch LCD TVs, and MP3 alarm clocks. Kick back and relax in the large second-floor bar or by the fireplace in one of two conservatories, or have a bite to eat at the '''Garden Grille and Bar''' which is open for breakfast, lunch and dinner. Valet parking is available at a rate of $18/day, or you can try your luck with on-street parking is available, though it's subject to metered rates and availability is quite scarce.",USA
New York,sleep,Hotel Lafayette,"An architectural masterpiece in the French Renaissance Revival style built in 1903 from a design by Louise Blanchard Bethune, America's first female architect of importance, the Hotel Lafayette re-opened in May 2012 after an extensive renovation that has brought it back to its former glory after years of neglect. The Hotel Lafayette is located on Lafayette Square in the heart of downtown and boasts shops, upscale apartments, and a 57-room luxury boutique hotel. Flat-panel TVs, banquet facilities, two restaurants (including the ""Pan-American Grill"") and two bars/lounges. Suites are available that contain full kitchens with refrigerator and stove. Complimentary breakfast.",USA
New York,sleep,Hyatt Regency Buffalo,"Convenient to the Theater District. One of Buffalo's finest business hotels. 3 bars and restaurants including Atrium Bar & Bistro, E. B. Green's Steakhouse, and Starbucks. Spa, fitness club, business center. Connected to Buffalo Convention Center.",USA
New York,sleep,Buffalo Marriott HarborCenter,"Opened in August 2015, this 205-room high-rise hotel is one of the showpieces of the new Buffalo, and its location can't be beat: the Marriott HarborCenter is located in the heart of the Canalside action, directly connected to the '''KeyBank Center''' and across the street from the historic rewatered Erie Canal terminus, with all of Buffalo's waterfront amenities an easy walk away. The luxurious guest rooms each feature a 55-inch flat screen LCD TV with premium cable and movies, a workstation that includes wireless Internet ($12/day) and multiple USB ports, a mini-fridge, coffee maker, iron and ironing board, and panoramic views over either Lake Erie or the downtown skyline. For shopping, dining, and nightlife, HarborCenter offers '''(716)''' sports bar, the fine dining restaurant '''Panorama on Seven''', a '''Tim Hortons''' coffee shop, and the snazzy '''Shops at HarborCenter''' — not to mention all the superlative offsite options that are only steps away — as well as a full fitness room, laundry, and dry-cleaning services. Parking is easily available in the HarborCenter ramp or the Marriott's private ramp, at $10 and $15 per day respectively.",USA
New York,sleep,Courtyard by Marriott Buffalo Downtown/Canalside,"Opened in May 2014 in the former Donovan State Office Building (renamed '''One Canalside'''), the Courtyard by Marriott is one of several new hotels in the rapidly developing Canalside area. The sleek and stylish guest rooms are done in muted yet pleasant colors, and each contain a refrigerator, microwave, complimentary wired and wireless Internet, and a Smart TV with various apps. The Courtyard also boasts a business center, a fitness room, and an indoor saltwater pool and whirlpool spa. Dine at the onsite bistro or enjoy delivery service from local restaurants. Parking is available for a $12 daily fee.",USA
New York,sleep,Embassy Suites Buffalo,"Brand-new hotel opened in 2009 to great fanfare. Complimentary breakfast every morning and nightly manager's reception featuring complimentary appetizers and cocktails. Pool, fitness club, business center.",USA
New York,sleep,Hampton Inn & Suites Buffalo Downtown,"Located in the heart of the Chippewa strip and directly connected to many of the street's most popular bars and restaurants, including the '''Chocolate Bar''', '''Papaya''', and '''Salsarita's Fresh Cantina'''. Coin laundry ($1.50), gift shop, information desk, valet service, lounge, business center, fitness club, pool.",USA
New York,sleep,The Lofts on Pearl,"The '''Webb Building''', also known as the '''Jewett M. Richmond Block''', was built in 1888 and is the finest example of Commercial Richardsonian Romanesque architecture remaining in Buffalo, but was vacant and falling apart in 2006, when local developer and preservationist Rocco Termini purchased the building and renovated it into a charming boutique hotel. Today, the Lofts on Pearl share with the adjacent '''Pearl Street Grill and Brewery''' not only an owner, but also an unequaled devotion to honoring Buffalo's history. This handsome property boasts 32 one- and two-bedroom suites with fireplaces, kitchens, full living rooms with sofa beds, and spacious closets, and can accommodate up to six guests each. Located in the heart of downtown in what has come to be called the ""Brewery District"", the Lofts on Pearl are convenient to shopping, dining, sports, and all other downtown and waterfront attractions.",USA
New York,sleep,Hostel Buffalo Niagara,"Buffalo's only hostel is a friendly, safe, and clean facility in the heart of the Theater District. The charming innkeeper and her hip staff run a first-rate facility — Hostelling International named it the third-best hostel in the United States in 2007, though Hostel Buffalo Niagara is no longer HI-affiliated — and are knowledgeable about local points of interest and worthwhile events and activities. Hostel Buffalo Niagara offers a choice of dormitory-style accommodations or private rooms, and boasts a full kitchen, game and media room, living room, and a small library. The walls of the guest rooms and common areas are decorated with works by local artists, many of which are donations from those who've exhibited at the adjacent '''BOX Gallery''' (see listing above). Hostel Buffalo Niagara is only steps away from '''Shea's Performing Arts Center''', the '''Alleyway Theatre''', and the '''Chippewa Street''' nightlife.",USA
New York,other,Buffalo General Hospital,"Founded in 1855, Buffalo General is one of the oldest hospitals in the city. This 501-bed facility is especially well-known for its expertise in cardiovascular treatment, stroke care, and neurology, and is well-equipped to handle any medical emergency that might befall a visitor to downtown Buffalo.",USA
New York,other,St. Joseph Roman Catholic Cathedral,"Built in 1855 to serve as the seat of the Roman Catholic Diocese of Buffalo, the design of St. Joseph's Cathedral is based on that of Salisbury Cathedral in England, and its sanctuary boasts stained-glass windows that were donated by King Ludwig II of Bavaria.",USA
New York,other,St. Anthony of Padua RC Church,"Located immediately behind City Hall, St. Anthony of Padua was built in 1891 in what until the 1950s was Buffalo's ""Little Italy"". Its school was the first one in the United States to be held in Italian. St. Anthony still holds one Mass per week in Italian, a nostalgic tradition that brings neighborhood old-timers back together again.",USA
New York,other,St. Louis RC Church,"St. Louis, the first Catholic church in Buffalo, was founded in 1829. At this early date in Buffalo's history, most of the city's Catholics were of French descent, and it was Louis Stephen LeCouteulx de Chaumont, a French nobleman from Rouen who had settled in Buffalo, who donated the land where the church stands today.",USA
New York,other,St. Michael RC Church,"Founded in 1851 by German-speaking Alsatians who split from St. Louis Church, St. Michael is significant as the first home of '''Canisius College''', a Jesuit school that is now Buffalo's largest private college.",USA
New York,other,St. Paul's Episcopal Cathedral,"The seat of the Episcopal Diocese of Western New York, St. Paul's Episcopal Cathedral is the most architecturally distinguished church in Buffalo — built by Richard Upjohn in 1849 to replace an earlier structure built on the same site, the church has been named a National Historic Landmark, the U.S. government's highest level of recognition for a man-made structure, and it was the tallest building in Buffalo until 1912.",USA
New York,other,Trinity Episcopal Church,"The second-oldest Episcopal church in Buffalo, Trinity was founded in 1836. Its current building was erected in 1886 and is famous for its stained-glass windows, the work of prominent names like Louis Comfort Tiffany and John LaFarge — the latter of whom was responsible for ""The Sealing of the Twelve Tribes"", which was exhibited at the Exposition Universelle de Paris in 1889.",USA
New York,other,Church of Jesus Christ of Latter-Day Saints,"Built in 1992, this meetinghouse serves the LDS Church's Buffalo Ward.",USA
New York,other,SGI-USA Buffalo Community Center,"This is the home of the Buffalo chapter of '''Soka Gakkai International''', a Buddhist sect that emphasizes pacifism, individual development and empowerment, and community activism. Group chanting and meditation sessions are offered, as well as other events and programs.",USA
New York,see,Nichols School Gallery,"Located in the foyer of the '''Glenn & Audrey Flickinger Performing Arts Center''' on the campus of one of Buffalo's foremost private prep schools, the focus here is on works in a wide range of media by local artists (especially current Nichols students and alumni, much of whose work is displayed at the adjacent '''SEEARTRUN Gallery''') or whose themes are relevant to Buffalo, Western New York, or the surrounding region. The Nichols School Gallery also hosts a range of travelling exhibits, workshops and visiting artist lectures.",USA
New York,see,St. Andrew's Sculpture Garden,"The Buffalo arts community first took notice of the once-forlorn empty lot behind '''St. Andrew's Episcopal Church''' in University Heights in 2013, when it was pressed into use as a staging area for the '''University Heights Art Crawl'''. Owned now by the University Heights Art Association — the community group that's behind that annual event as well as many of the outdoor murals you'll find on area buildings — the space has been transformed into a beautifully landscaped, intimately scaled outdoor garden centered on a stone-paved courtyard of ten platforms where sculptures and other works of three-dimensional art are displayed on a changing basis. St. Andrew's Sculpture Garden is open for temporary exhibitions as well as poetry readings, live music performances, and other events.",USA
New York,see,UB Anderson Gallery,"The home of the University of Buffalo's permanent art collection, the Anderson Gallery was donated to UB in 2000 by David Anderson, the son of prominent New York City gallery owner Martha Jackson and a noted art collector in his own right; before that, Jackson had operated the gallery on his own since 1991. This state-of-the-art exhibition space contains selections from a collection of over 1,200 works of art in various media that represent a diversity of cultures and traditions, including many works by local artists. The UB Anderson Gallery also houses the complete archives of the Martha Jackson Gallery, covering the years 1952-1969, and of pop artist and UB alumnus Allen D'Arcangelo. An exciting selection of temporary and traveling exhibits are also displayed at the UB Anderson Gallery.",USA
New York,see,Buffalo History Museum,"Located just off Elmwood Avenue in Park Meadow, adjacent to Delaware Park, the newly renamed Buffalo History Museum has by far the most extensive collection of artifacts relevant to the history of Buffalo and Western New York from pre-Columbian times to the present day. Originally built for the Pan-American Exposition in 1901, it is perhaps not surprising that the Exhibition is a particular focus of the exhibits at this wonderful museum. A Pierce-Arrow roadster built in Buffalo, the medal presented by George Washington to Chief Red Jacket, prototypes of the cardiac pacemaker invented by Clarence native Wilson Greatbatch, and artistic renderings of historical scenes and people flesh out the collection. Further historical records, manuscripts, photographs, and personal documents are housed at the Research Library. The Buffalo History Museum is also an invaluable resource for local residents interested in genealogy.",USA
New York,see,UB Museum of Neuroanatomy,"Otherwise known simply as the ""Brain Museum"", the UB Medical School's Museum of Neuroanatomy is the only one in the United States dedicated exclusively to the human brain. Since 1994, this unique collection has comprised over 80 of these organs preserved in formaldehyde — both healthy specimens whose internal structures, such as the cerebellum and hippocampus, are clearly displayed and labeled, as well as pathological specimens showing the effects of Alzheimer's disease, aneurysms, and other maladies on the anatomy of the brain. Exhibits are engagingly designed and accessible to everyone from the layman to the academic.",USA
New York,see,Delaware Park,"With an area of 234 acres (93 ha), Delaware Park is the central node in Buffalo's park system, by far the largest park in Buffalo, and one of the largest and best-preserved examples of Frederick Law Olmsted's landscape architecture anywhere. All the classic Olmsted features are present here: a large, grassy '''Meadow''' that is now the site of the Delaware Park Golf Course, thick stands of trees, and '''Hoyt Lake''', the 46-acre (18.5ha) pond in the southwest corner of the park that Olmsted originally named ""Gala Water"". An essay by Charles Beveridge on the Olmsted park system in Buffalo describes how well Delaware Park continues to fulfill its intended role as a place for Buffalonians to experience nature and greenery without leaving the city limits; Delaware Park, as per his essay, is ""the only public space designed by Olmsted in Buffalo that met his definition of the term 'park' — a setting of pastoral scenery extensive enough to provide complete escape from the artificiality and noise of the city."" Delaware Park is popular year-round, but is most often enjoyed during the warm months, when walking, bicycling, jogging, tennis, golf, and basketball are popular activities. Delaware Park is also the site of the '''Buffalo Zoo''', described in more detail below.",USA
New York,see,Buffalo Zoo,"Accredited by the '''Association of Zoos and Aquariums''', the Buffalo Zoo is the third-oldest zoo in the United States (founded in 1875 on the former site of the Deer Paddock at Delaware Park) and is second in popularity only to Niagara Falls among tourist attractions in the Niagara Frontier, welcoming 400,000 visitors each year. The 23-acre (9.5ha) Zoo boasts exciting thematic displays that play host to 1,200 different animals, such as elephants, bears, otters, sea lions, hyenas, and of course, bison. Some of the animals, such as a resident peacock, are allowed to roam freely on the walkways, allowing visitors to get closer to nature than they would in most zoos. In 2002, a new Master Plan was unveiled that will see the Zoo thoroughly modernized over the next 15 years. Under this framework, the Vanishing Animals, EcoStation, Otter Creek, Sea Lion Cove and South African Rainforest exhibits have already opened, with a new Children's Zoo and other exhibits slated for the near future.",USA
New York,see,Japanese Garden,"Inaugurated in 1974 as a gesture of friendship between Buffalo and its sister city of Kanazawa, Japan, Delaware Park's Japanese Garden is located on six acres (2.4ha) on Hoyt Lake, behind the '''Buffalo History Museum'''. This beautifully manicured oasis of greenery slopes gently down from Nottingham Terrace to the shore of the lake, also encompassing three small islands in the lake connected to the mainland by a lovely ornamental footbridge. Over the past years, the '''Buffalo Olmsted Parks Conservancy''' has been hard at work restoring and maintaining the more than 1,000 plantings of ornamental trees, shrubs and plants in the garden, including a large stand of Japanese cherry trees, and also have added or will soon add a stone garden and an authentic ''karesansui'' waterfall. Amid it all there are many benches and other sitting areas perfect for serene contemplation of one's peaceful natural surroundings.",USA
New York,see,Public art,There are a number of installations of public art peppered around the grounds of Delaware Park. These include:,USA
New York,see,''The Indian Hunter'',"A bronze figure of a boy in American Indian garb crouching over next to his dog, bow and arrow in hand, ''The Indian Hunter'' is a replica of the statue of the same name that's on display in New York City's Central Park. According to the plaque on its pink granite pedestal, Buffalo's ''Indian Hunter'' was donated to the city in 1926 by Ella Spencer Darr in memory of her husband Marcus. The original sculpture is the work of artist John Quincy Adams Ward, and was cast in 1866.",USA
New York,see,''Wolfgang Amadeus Mozart'',"The first installation of public art to be placed in Delaware Park and one of the first in the entire city, this 4-foot (1.2m) bronze bust of the most prolific, prodigious and influential composer of the Classical era was sculpted by Olin H. Warner for the Buffalo ''Liedertafel'' — a fact that bears testament to the profound importance of the German-American community in Buffalo's history, who made up more than half of the city's population when the statue was dedicated in 1894. The statue's pink granite base contains a number of bronze plaques inscribed with biographical facts about Mozart's life, the titles of some of his important works, and honorifics. Today, Mozart serenely overlooks Hoyt Lake from a spot near the Buffalo History Museum.",USA
New York,see,Darwin D. Martin House Complex,"The most important work of the first half of Frank Lloyd Wright's career, and the first commission for that renowned architect outside of Chicago, the Darwin D. Martin Complex is one of the crown jewels of Buffalo's huge architectural cornucopia. The complex includes not only the Darwin D. Martin House itself — built in 1904-05 for the president of the '''Larkin Soap Company''' and Wright's longtime friend and benefactor — but also the '''George Barton House''', where Martin's daughter and son-in-law lived, the '''Gardener's Cottage''', and three buildings — a '''carriage house''', '''conservatory''' and '''pergola''' — which were demolished in 1962 and recently reconstructed according to Wright's original blueprints, the first Frank Lloyd Wright buildings ever to be rebuilt after demolition. Following over half a century of neglect, vandalism, and decay, the complex was purchased by the '''Martin House Restoration Corporation''' in 1994, with the extensive restoration process finally completed in 2010. For many local residents, the rebirth of the Darwin D. Martin House symbolizes the increased attention Buffalo's citizens are paying to their city's world-class architecture. A one-hour Basic Tour is offered, as well as a more extensive two-hour In-Depth Tour.",USA
New York,do,Buffalo Cherry Blossom Festival,"Buffalo's Cherry Blossom Festival serves as both a tribute to the city's sister-city relationship with Kanazawa, Japan, as well as a fundraiser for the continuing upkeep of '''Delaware Park''''s '''Japanese Garden'''. This weeklong festival usually takes place about three weeks after its much more famous counterpart in Washington, D.C., with peak bloom in early to mid-May. In between admiring the lovely trees, you can also catch live music, take a boat ride on '''Mirror Lake''', and — especially — take a taste of Japanese culture with ''bunraku'' puppet theater performances and a traditional tea ceremony on the portico of the '''Buffalo History Museum'''. Expanding their scope far beyond the Japanese Garden, the Buffalo Cherry Blossom Festival's organizers also sponsor cherry tree plantings all over the city, and will even sell you one to plant in your own yard.",USA
New York,do,Galbani Buffalo Italian Heritage Festival,"The second-largest Italian-American heritage festival in the United States as well as one of the five largest street festivals of any description in the country, the Buffalo Italian Heritage Festival was held for ten years on Connecticut Street before it followed most of the city's Italian population, moving in 1988 from the Lower West Side to North Buffalo. Today, 600,000 visitors crowd the vicinity of Hertel and Delaware Avenues for four days each August to enjoy live music, carnival rides, and revelry of all kinds. The star of the show, of course, is the food, with offerings from such well-known Italian markets as '''Guercio & Sons''' and '''Mineo & Sapio Meats''' as well as demonstrations by chefs from Italian restaurants in the area such as '''Marotto's''' and '''Marco's Italian Deli'''.",USA
New York,do,Grover Cleveland Golf Course,"Located at the far northeast corner of the city, across Bailey Avenue from UB's South Campus, the Grover Cleveland Golf Course is one of Buffalo's most historic: as the home of the '''Country Club of Buffalo''' from 1900 until its move to the suburb of Williamsville in 1925, the course was the site of the first airplane flight in Western New York, which took off from here in 1910, and also played host to the 1912 '''U.S. Open'''. Now operated by Erie County, this 18-hole, par 69 course is one of the most challenging in Western New York. The Grover Cleveland Golf Course boasts a practice green, mens' and ladies' locker rooms, and a clubhouse and concession stand. During winter, cross-country skiing and snowshoeing is permitted from 7AM-dusk.",USA
New York,do,ALT Theatre,"You might be able to catch the occasional play such as ""Hedwig and the Angry Inch"" at this intimate black-box performance space on the third floor of the '''Pierce-Arrow Factory''', but the ALT Theatre is much more than a theater, let alone an off-Broadway playhouse. Describing itself as ""a hub for experimentation and innovation in the performing arts"", this is the place to catch avant-garde performances of new dramatic works as well as in diverse genres such as music, film, and dance. Though the occasional visiting performer passes through, the overwhelming focus of the ALT Theatre is on nurturing local talent — the shows put on here are truly one-of-a-kind.",USA
New York,do,Kaleidoscope Theatre,"With a mission of enriching and enlightening audiences through the power of live theatre, the Kaleidoscope Thratre is an independent, award-winning production house dedicated to high-quality original material produced in-house, as well as occasional performances of classics such as ''Dr. Jekyll and Mr. Hyde'' and ''I Love You, You're Perfect, Now Change''. Kaleidoscope shows three plays per year, usually with a run of two weeks each, at the '''Lecture Hall Theatre''' in '''Medaille College''''s Main Building.",USA
New York,do,Subversive Theatre Collective,"The '''Manny Fried Playhouse''', named after a former Buffalo theatre actor, union organizer, and political radical and located in the former '''Pierce-Arrow Factory Complex''' in Park Meadow, is the new home of the Subversive Theatre Collective. This bold new troupe's mission is to present provocative works of drama that are ""dedicated to the needs, concerns, and aspirations of those who are oppressed, exploited, and disenfranchised by the existing social order"". The Subversive Theatre Collective has staged performances of works such as Maxine Klein's ''The Furies of Mother Jones'' and Bertolt Brecht's ''The Mother'', and has traditionally been an integral part of Buffalo's annual Infringement Festival.",USA
New York,do,Dipson Amherst Theatre,"Owned by '''Dipson Theatres''', a local chain of movie houses, the Amherst Theatre is located at the University Plaza at the outer end of University Heights. It features three screens showing an interesting mix of indie and arthouse films, Hollywood blockbusters of the more high-concept variety, and the occasional foreign film.",USA
New York,do,North Park Theatre,"Almost inarguably the most distinctive movie theatre in the Buffalo area, the North Park was built in 1920 as an old-fashioned silent movie palace and still boasts an exquisite (and newly restored) Baroque interior with Art Deco flourishes. The single screen shows indie films almost exclusively. The North Park Theatre is also famous as the site of the world premiere of ""Buffalo '66"", the critically-acclaimed directorial debut of local native Vincent Gallo, which took place here in June 1998.",USA
New York,do,Regal Elmwood Center,16 screens showing standard big-name Hollywood fare.,USA
New York,do,Voelker's Bowling Center,"Situated at the corner of Elmwood Avenue and Amherst Street and especially popular with students of nearby Buffalo State College, Voelker's may seem like it was plucked from another time. Behind a lively bar redolent of old-school Buffalo — the kind of place where you might see Pabst Blue Ribbon being drunk by rough-around-the-edges blue-collar types, rather than ironically by hipsters — are 36 bowling lanes, as well as three pool tables and a few dartboards. Open daily till 4AM, Voelker's is the place to go for late-night bowling in Buffalo.",USA
New York,do,Hippodrome Billiards,"The oldest continually operating billiard hall in North America, Hippodrome Billiards opened in 1914 in the Theater District; through its early years of operation, some of history's great pool sharks, such as Minnesota Fats and Willie Mosconi, were regulars here. Sadly, Hippodrome is situated today in a nondescript suburban-style strip mall at the southwest corner of Delaware and Hertel Avenues. Despite the unfortunate location — and its spacious, bright and clean ambience that runs counter to the stereotype of pool halls — Hippodrome manages to conserve some of the old-school feel with chairs, cue racks, and several billiard tables retained from the original property. And, for those who'd rather skip the history lesson and just shoot a few games of pool, Hippodrome's rate of $4 per person per hour is hard to beat.",USA
New York,buy,Bon Fire Craft,"After six years spent plying her wares as one half of the duo behind the Nyack, New York artisanal smithery '''Torch Song Metals''', Emily Sajban packed up and moved west, opening Bon Fire Craft in February 2016 at the recently vacated former home of '''Queen City Shaken & Stirred'''. Jewelry is the game here, and this is perhaps the only jewelry shop of its kind in Buffalo in that all stages of production take place in-house: these earrings, necklaces, birthstone pendants, rings, and other pieces are hand-forged, hand-cast, hand-carved, and gems and other inlays are hand-set by Sajban herself. There's definitely a house style here, but it's hard to put your finger on and may be impossible to describe in any succinct way — ""rustic"" might be the word that comes closest; popular artistic motifs include trees, leaves, and bears and other forest animals, as well as skulls and Indian-head nickels — and since every piece sold here either comes in a limited-edition run of no more than 50 pieces or else is custom-designed by Sajban to the specifications of a particular buyer, you can be assured that no matter what strikes your fancy on the shelves at Bon Fire Craft, you'll be the only one of your friends to have one! The selection is plentiful for men as well as women, and prices are easy on the pocketbook.",USA
New York,buy,Korona Jewelry,"Describing themselves as ""A Gem on Hertel"", Korona Jewelry has been a North Buffalo institution since 1900, making it the longest-running family-owned jeweler in Buffalo. Owner Joseph Korona, a consummate professional who is a graduate of the Gemological Institute of America, and his wife Noreen run the store in a way that combines the best of the old school — warm and friendly care given to each customer and old-fashioned pride taken in quality workmanship — with the latest in modern techniques and technology. Korona's stock in trade is new and vintage rings, earrings, bracelets, necklaces, watches, and other jewelry in gold and sterling silver, with a full range of diamonds and other precious stones. Bridal jewelry is a particular specialty, and staff is happy to work with customers to design custom pieces to their personal specifications. In addition, Korona Jewelry performs high-quality repairs, re-stringing and stone resetting, and replacement of watch batteries, accepts trade-ins, and buys gold.",USA
New York,buy,Modern Nostalgia,"Modern Nostalgia is a cute women's clothing boutique owned by Nikki Polasik and Brianne Klejdys-Long, a pair of lifelong friends who are described on the store's website as ""Buffalo all-stars when it comes to style and fashion"". The ""style"" in question takes equal inspiration from elegant classic designs and exciting contemporary looks from up-and-coming designers — hence the name of the store — and makes the owners' infectious love of fashion all the more obvious. Customers adore ModNos — and forgive their somewhat high prices — because of their wide and changing selection of clothes (ranging from formalwear to more casual designs), lingerie, jewelry and accessories. The last two on that list are a particular specialty, with a massive range of earrings, bracelets, necklaces, handbags and clutches from collections by local and national designers, such as Pura Vida, Ornamental Things, and Made By Anatomy. As well, ModNos recently absorbed its erstwhile sister (brother?) shop, '''Blue Collar Buffalo''', and now stocks their line of rugged and masculine yet contemporary and stylish menswear under the same roof.",USA
